age,job,marital,education,default,balance,housing,loan,contact,y
0_42,blue-collar,married,secondary,no,0_11587,yes,no,cellular,no
0_42,self-employed,married,secondary,no,0_11587,yes,no,unknown,no
43_64,blue-collar,married,primary,no,0_11587,yes,no,unknown,no
0_42,management,married,secondary,no,0_11587,yes,no,unknown,no
0_42,blue-collar,divorced,secondary,no,0_11587,no,yes,unknown,no
43_64,entrepreneur,married,primary,no,0_11587,no,no,unknown,no
43_64,admin.,married,secondary,no,0_11587,no,no,cellular,yes
43_64,unemployed,married,secondary,no,0_11587,yes,no,unknown,no
0_42,services,married,secondary,no,0_11587,yes,yes,cellular,no
0_42,blue-collar,single,primary,no,0_11587,no,no,cellular,no
0_42,technician,divorced,secondary,no,0_11587,yes,no,unknown,no
43_64,admin.,married,secondary,no,0_11587,yes,no,cellular,no
0_42,management,married,tertiary,no,0_11587,yes,no,cellular,no
0_42,blue-collar,single,secondary,no,0_11587,no,no,cellular,no
0_42,management,married,tertiary,no,0_11587,no,no,cellular,no
0_42,admin.,married,secondary,no,0_11587,yes,no,cellular,no
43_64,admin.,married,secondary,no,0_11587,yes,yes,cellular,no
43_64,management,married,tertiary,no,0_11587,yes,no,cellular,no
43_64,management,divorced,tertiary,no,0_11587,yes,no,cellular,no
43_64,management,married,secondary,no,0_11587,no,no,cellular,no
43_64,blue-collar,married,primary,no,0_11587,yes,no,unknown,no
43_64,technician,married,secondary,no,0_11587,yes,no,cellular,no
43_64,blue-collar,married,primary,no,0_11587,yes,no,unknown,no
0_42,management,married,tertiary,no,0_11587,no,no,cellular,no
0_42,unemployed,single,secondary,no,0_11587,no,yes,unknown,no
65_max,retired,married,primary,no,0_11587,no,no,telephone,yes
43_64,technician,married,primary,no,0_11587,yes,no,cellular,no
0_42,student,single,secondary,no,0_11587,no,no,unknown,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,unknown,no
0_42,self-employed,divorced,secondary,no,0_11587,no,yes,unknown,no
0_42,entrepreneur,married,secondary,no,0_11587,yes,no,cellular,no
43_64,unknown,married,primary,no,0_11587,no,no,cellular,no
0_42,admin.,married,secondary,no,0_11587,no,no,cellular,yes
43_64,services,divorced,secondary,no,0_11587,no,no,cellular,no
43_64,self-employed,divorced,secondary,no,0_11587,yes,no,unknown,no
0_42,student,single,tertiary,no,0_11587,no,no,cellular,no
43_64,unemployed,married,tertiary,no,0_11587,yes,no,cellular,no
0_42,management,single,tertiary,no,0_11587,yes,yes,unknown,no
0_42,admin.,single,tertiary,no,0_11587,no,no,cellular,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,cellular,no
43_64,blue-collar,married,unknown,no,0_11587,no,no,cellular,no
43_64,blue-collar,single,secondary,no,0_11587,yes,no,cellular,no
43_64,admin.,married,unknown,no,0_11587,no,no,cellular,no
0_42,unemployed,married,secondary,no,0_11587,yes,no,cellular,no
43_64,admin.,divorced,unknown,no,0_11587,yes,no,cellular,no
0_42,blue-collar,single,secondary,no,0_11587,yes,no,cellular,no
0_42,admin.,married,secondary,no,0_11587,yes,no,unknown,no
0_42,blue-collar,married,unknown,no,0_11587,yes,no,cellular,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,cellular,no
0_42,admin.,single,secondary,no,0_11587,yes,no,cellular,no
0_42,unknown,single,tertiary,no,0_11587,no,no,cellular,yes
0_42,blue-collar,married,secondary,no,0_11587,yes,no,unknown,no
43_64,technician,single,tertiary,no,0_11587,yes,no,unknown,no
43_64,services,married,secondary,no,0_11587,yes,yes,cellular,no
43_64,management,divorced,secondary,no,0_11587,yes,no,unknown,no
43_64,entrepreneur,married,primary,yes,0_11587,yes,yes,cellular,no
0_42,blue-collar,married,unknown,no,0_11587,yes,no,unknown,no
0_42,services,married,secondary,no,0_11587,yes,no,telephone,no
43_64,technician,married,tertiary,no,0_11587,yes,no,unknown,no
43_64,services,married,secondary,no,0_11587,no,no,cellular,yes
0_42,entrepreneur,married,secondary,no,0_11587,yes,no,unknown,no
0_42,admin.,married,secondary,no,0_11587,yes,no,unknown,no
0_42,admin.,married,secondary,no,0_11587,yes,no,unknown,no
0_42,technician,married,secondary,no,0_11587,no,yes,cellular,no
43_64,management,married,tertiary,no,0_11587,yes,no,unknown,no
0_42,services,married,tertiary,no,0_11587,no,yes,cellular,no
0_42,unemployed,single,tertiary,no,0_11587,yes,no,unknown,no
0_42,management,single,tertiary,no,0_11587,no,no,unknown,no
43_64,management,married,tertiary,no,0_11587,no,yes,cellular,no
0_42,self-employed,single,tertiary,no,0_11587,yes,no,cellular,no
43_64,admin.,married,secondary,no,0_11587,yes,no,unknown,no
0_42,admin.,single,secondary,no,0_11587,yes,yes,cellular,no
0_42,management,divorced,tertiary,no,0_11587,yes,no,cellular,no
0_42,management,single,tertiary,no,0_11587,yes,no,telephone,no
43_64,blue-collar,single,primary,no,0_11587,no,no,unknown,no
0_42,management,married,tertiary,no,0_11587,yes,no,cellular,no
43_64,management,married,tertiary,no,0_11587,no,no,cellular,no
43_64,admin.,married,secondary,no,0_11587,yes,yes,cellular,no
0_42,self-employed,single,tertiary,no,0_11587,no,no,cellular,yes
0_42,technician,single,secondary,no,0_11587,no,no,cellular,no
0_42,services,single,secondary,yes,0_11587,yes,no,cellular,no
0_42,management,single,tertiary,no,0_11587,no,yes,cellular,no
43_64,services,divorced,tertiary,no,0_11587,yes,no,telephone,no
0_42,blue-collar,married,secondary,no,0_11587,yes,yes,unknown,no
43_64,admin.,married,secondary,no,0_11587,no,yes,cellular,no
0_42,management,single,tertiary,no,0_11587,no,no,cellular,no
65_max,housemaid,married,primary,no,0_11587,yes,no,cellular,no
0_42,self-employed,married,tertiary,no,0_11587,no,no,unknown,yes
43_64,blue-collar,married,primary,no,0_11587,no,no,cellular,no
43_64,technician,married,secondary,yes,0_11587,no,no,cellular,yes
0_42,management,single,tertiary,no,0_11587,no,no,cellular,no
0_42,self-employed,married,primary,no,0_11587,yes,no,cellular,no
43_64,entrepreneur,married,secondary,no,0_11587,no,no,cellular,no
0_42,self-employed,married,tertiary,no,0_11587,no,no,cellular,no
0_42,blue-collar,married,primary,no,0_11587,yes,no,cellular,no
0_42,technician,single,tertiary,no,0_11587,yes,no,cellular,no
0_42,student,single,secondary,no,0_11587,no,no,cellular,yes
0_42,blue-collar,married,secondary,no,0_11587,yes,no,unknown,no
43_64,management,married,secondary,no,0_11587,no,no,cellular,no
0_42,management,single,tertiary,no,0_11587,yes,no,cellular,no
43_64,technician,married,secondary,no,0_11587,yes,no,unknown,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,cellular,no
0_42,services,single,secondary,no,0_11587,yes,no,cellular,no
43_64,blue-collar,married,unknown,no,0_11587,no,no,unknown,no
0_42,admin.,married,secondary,no,0_11587,no,no,cellular,no
0_42,services,married,secondary,no,0_11587,yes,yes,cellular,no
0_42,admin.,married,secondary,no,0_11587,yes,yes,cellular,no
43_64,unemployed,married,primary,no,0_11587,no,no,unknown,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,cellular,no
43_64,technician,divorced,secondary,no,0_11587,yes,no,unknown,no
43_64,technician,married,secondary,no,0_11587,no,no,unknown,no
0_42,services,married,secondary,no,0_11587,no,no,cellular,no
43_64,management,married,tertiary,no,0_11587,no,no,unknown,no
43_64,retired,divorced,secondary,no,0_11587,no,no,cellular,no
0_42,unemployed,single,secondary,no,0_11587,no,no,cellular,no
0_42,blue-collar,married,primary,no,0_11587,yes,no,unknown,no
43_64,management,single,primary,no,0_11587,no,no,unknown,no
0_42,admin.,married,secondary,no,0_11587,yes,no,cellular,no
0_42,technician,single,secondary,no,0_11587,yes,no,unknown,no
43_64,admin.,divorced,secondary,no,0_11587,yes,no,unknown,no
0_42,technician,divorced,secondary,yes,0_11587,no,yes,unknown,no
0_42,self-employed,married,secondary,no,0_11587,no,no,cellular,no
0_42,management,single,tertiary,no,0_11587,yes,no,unknown,no
65_max,retired,married,secondary,no,0_11587,no,no,cellular,yes
0_42,services,single,primary,no,0_11587,yes,no,cellular,no
0_42,services,married,secondary,yes,0_11587,yes,no,unknown,no
0_42,technician,single,secondary,no,0_11587,no,no,cellular,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,telephone,no
43_64,admin.,married,secondary,no,0_11587,no,no,cellular,no
0_42,self-employed,single,secondary,no,0_11587,yes,yes,cellular,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,unknown,no
0_42,admin.,divorced,secondary,no,0_11587,yes,no,cellular,no
43_64,management,divorced,tertiary,no,0_11587,yes,no,unknown,no
0_42,blue-collar,divorced,secondary,no,0_11587,no,yes,unknown,no
43_64,blue-collar,married,primary,no,0_11587,yes,no,cellular,no
0_42,technician,single,secondary,no,0_11587,yes,yes,unknown,no
43_64,blue-collar,married,primary,no,0_11587,yes,no,cellular,no
0_42,technician,married,secondary,no,0_11587,yes,no,unknown,no
0_42,management,married,tertiary,no,0_11587,yes,yes,telephone,no
0_42,admin.,married,secondary,no,0_11587,no,no,unknown,no
0_42,technician,single,secondary,no,0_11587,no,no,cellular,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,unknown,no
43_64,technician,married,unknown,no,0_11587,yes,no,cellular,no
43_64,management,married,primary,no,0_11587,yes,no,unknown,no
0_42,technician,single,tertiary,no,0_11587,yes,no,unknown,no
43_64,services,married,secondary,no,0_11587,yes,no,unknown,no
0_42,unemployed,married,secondary,no,0_11587,yes,no,cellular,no
43_64,retired,married,secondary,no,0_11587,yes,no,cellular,no
0_42,management,married,tertiary,no,0_11587,no,no,telephone,no
0_42,management,married,secondary,no,0_11587,yes,yes,cellular,no
0_42,entrepreneur,single,tertiary,no,11588_26487,yes,yes,cellular,no
43_64,retired,married,primary,no,0_11587,no,no,telephone,no
0_42,entrepreneur,married,unknown,no,0_11587,yes,no,telephone,no
0_42,self-employed,married,tertiary,no,0_11587,no,no,cellular,no
0_42,blue-collar,married,secondary,no,0_11587,yes,yes,unknown,no
65_max,management,single,tertiary,no,0_11587,no,no,cellular,no
43_64,management,married,tertiary,no,0_11587,no,no,telephone,yes
0_42,blue-collar,married,secondary,no,0_11587,yes,no,unknown,no
0_42,management,single,tertiary,no,0_11587,yes,yes,cellular,no
43_64,blue-collar,married,primary,no,0_11587,no,no,cellular,no
65_max,retired,married,primary,no,0_11587,no,no,telephone,no
43_64,management,single,tertiary,no,0_11587,no,yes,cellular,no
43_64,admin.,married,secondary,no,0_11587,yes,no,unknown,no
43_64,services,divorced,secondary,no,0_11587,no,no,cellular,yes
0_42,self-employed,single,tertiary,no,0_11587,yes,no,cellular,no
0_42,technician,married,secondary,no,0_11587,no,no,cellular,no
0_42,management,married,tertiary,no,0_11587,no,no,cellular,no
0_42,management,divorced,tertiary,no,0_11587,yes,no,cellular,yes
0_42,services,single,secondary,no,0_11587,no,yes,cellular,no
43_64,management,married,tertiary,no,0_11587,no,no,cellular,no
0_42,technician,married,tertiary,no,0_11587,yes,no,unknown,no
43_64,management,married,tertiary,no,0_11587,no,yes,cellular,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,unknown,no
43_64,housemaid,married,secondary,no,11588_26487,no,no,unknown,no
0_42,technician,divorced,secondary,no,0_11587,yes,yes,cellular,no
43_64,technician,married,secondary,no,0_11587,no,no,cellular,yes
0_42,management,single,tertiary,no,0_11587,no,no,cellular,no
0_42,management,single,tertiary,no,0_11587,no,no,cellular,no
43_64,housemaid,married,unknown,no,0_11587,no,no,telephone,no
0_42,unemployed,married,secondary,no,0_11587,yes,no,unknown,no
43_64,management,single,tertiary,no,0_11587,no,no,cellular,no
43_64,housemaid,divorced,primary,no,0_11587,yes,no,unknown,no
0_42,technician,married,tertiary,no,0_11587,yes,no,cellular,no
0_42,self-employed,married,secondary,no,0_11587,yes,no,cellular,no
43_64,technician,married,secondary,no,0_11587,no,no,telephone,no
0_42,management,single,tertiary,no,0_11587,yes,no,cellular,no
0_42,management,married,tertiary,no,0_11587,yes,no,unknown,no
43_64,technician,married,secondary,no,0_11587,yes,no,cellular,no
0_42,technician,married,secondary,no,0_11587,yes,yes,cellular,no
43_64,services,married,secondary,no,0_11587,no,yes,cellular,no
0_42,admin.,single,secondary,no,0_11587,yes,no,cellular,no
43_64,technician,married,secondary,no,0_11587,yes,no,cellular,no
0_42,services,divorced,secondary,no,0_11587,yes,no,cellular,yes
43_64,management,divorced,tertiary,no,0_11587,yes,no,cellular,no
43_64,unknown,single,tertiary,no,0_11587,no,no,cellular,no
43_64,management,married,tertiary,no,0_11587,yes,no,cellular,no
43_64,management,divorced,tertiary,no,0_11587,no,no,cellular,no
43_64,services,married,secondary,no,0_11587,yes,no,unknown,no
0_42,blue-collar,single,secondary,no,0_11587,no,no,cellular,no
43_64,admin.,single,secondary,no,0_11587,yes,no,cellular,no
43_64,blue-collar,married,primary,no,0_11587,no,no,telephone,no
43_64,blue-collar,married,unknown,no,0_11587,yes,no,unknown,no
0_42,admin.,divorced,secondary,no,0_11587,yes,no,unknown,no
0_42,unemployed,single,tertiary,no,0_11587,no,no,cellular,yes
0_42,admin.,single,secondary,no,0_11587,yes,no,cellular,no
43_64,retired,married,primary,no,0_11587,no,no,telephone,yes
0_42,entrepreneur,married,tertiary,no,0_11587,no,no,cellular,no
0_42,services,married,secondary,no,0_11587,yes,no,unknown,no
0_42,technician,married,secondary,no,0_11587,yes,no,cellular,no
43_64,unemployed,married,primary,no,0_11587,no,yes,cellular,no
43_64,retired,married,secondary,no,0_11587,yes,yes,unknown,no
0_42,management,single,tertiary,no,0_11587,no,no,cellular,no
0_42,blue-collar,single,secondary,no,0_11587,yes,no,unknown,no
0_42,admin.,married,secondary,no,0_11587,no,no,cellular,no
43_64,blue-collar,married,primary,no,0_11587,no,yes,telephone,no
43_64,housemaid,single,primary,no,0_11587,yes,no,unknown,no
43_64,management,married,secondary,no,0_11587,yes,no,unknown,no
43_64,retired,married,secondary,no,0_11587,no,no,cellular,no
65_max,retired,married,secondary,no,11588_26487,yes,no,cellular,yes
43_64,technician,married,secondary,no,0_11587,no,no,unknown,no
43_64,blue-collar,married,secondary,no,0_11587,yes,no,unknown,no
43_64,technician,married,tertiary,no,0_11587,no,no,cellular,yes
43_64,retired,married,tertiary,no,0_11587,yes,yes,unknown,no
43_64,self-employed,divorced,tertiary,no,0_11587,no,no,cellular,yes
0_42,admin.,single,secondary,no,0_11587,yes,no,cellular,no
0_42,blue-collar,married,secondary,no,0_11587,yes,yes,cellular,no
43_64,technician,married,tertiary,no,0_11587,no,no,telephone,no
0_42,technician,single,tertiary,no,0_11587,no,no,cellular,no
43_64,blue-collar,married,primary,no,0_11587,no,no,cellular,no
0_42,technician,single,tertiary,no,0_11587,no,yes,cellular,no
0_42,services,married,secondary,no,0_11587,yes,yes,unknown,no
0_42,services,married,secondary,no,0_11587,yes,no,cellular,no
0_42,blue-collar,married,unknown,no,0_11587,yes,no,cellular,no
0_42,admin.,divorced,secondary,no,0_11587,yes,no,unknown,no
43_64,management,married,tertiary,no,0_11587,yes,no,cellular,no
0_42,technician,married,tertiary,no,0_11587,no,no,unknown,no
0_42,admin.,married,secondary,no,0_11587,no,no,cellular,no
43_64,technician,married,secondary,no,0_11587,no,no,cellular,no
43_64,blue-collar,divorced,primary,no,0_11587,no,yes,cellular,no
0_42,housemaid,married,tertiary,no,0_11587,no,no,cellular,no
43_64,self-employed,married,primary,no,0_11587,yes,yes,unknown,no
0_42,management,married,tertiary,no,0_11587,yes,no,cellular,no
0_42,management,married,tertiary,no,0_11587,no,no,cellular,no
43_64,technician,married,secondary,no,0_11587,yes,no,unknown,no
43_64,management,divorced,tertiary,no,0_11587,no,no,cellular,no
0_42,entrepreneur,married,tertiary,no,0_11587,yes,no,unknown,no
43_64,self-employed,married,tertiary,no,0_11587,yes,no,unknown,no
0_42,management,married,tertiary,no,0_11587,yes,no,unknown,no
0_42,management,single,tertiary,no,0_11587,yes,no,unknown,no
43_64,blue-collar,married,secondary,no,0_11587,yes,no,telephone,no
0_42,entrepreneur,married,secondary,no,0_11587,yes,yes,unknown,no
43_64,blue-collar,married,secondary,no,0_11587,no,no,cellular,yes
0_42,management,married,tertiary,no,0_11587,no,no,cellular,no
0_42,technician,single,secondary,no,0_11587,no,no,cellular,no
0_42,management,married,unknown,no,0_11587,no,no,cellular,yes
0_42,unemployed,married,tertiary,no,0_11587,no,no,unknown,no
0_42,technician,married,secondary,no,0_11587,yes,no,cellular,no
0_42,services,married,secondary,no,0_11587,yes,no,unknown,no
43_64,blue-collar,single,primary,no,0_11587,yes,no,cellular,no
43_64,services,married,secondary,no,0_11587,yes,yes,unknown,no
0_42,blue-collar,single,secondary,yes,0_11587,no,no,unknown,no
0_42,admin.,married,secondary,no,0_11587,yes,no,cellular,no
43_64,housemaid,married,primary,no,0_11587,no,no,unknown,no
43_64,admin.,married,secondary,no,0_11587,yes,no,cellular,no
43_64,blue-collar,married,primary,no,0_11587,no,no,unknown,no
43_64,technician,married,secondary,no,0_11587,no,no,cellular,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,unknown,no
0_42,technician,married,secondary,no,0_11587,yes,no,unknown,no
43_64,blue-collar,married,secondary,no,11588_26487,yes,no,cellular,no
0_42,technician,married,tertiary,no,0_11587,no,no,cellular,no
0_42,management,single,tertiary,no,0_11587,no,no,cellular,no
0_42,services,married,secondary,no,0_11587,yes,no,unknown,no
65_max,retired,married,secondary,no,0_11587,no,no,telephone,no
43_64,management,married,tertiary,no,11588_26487,no,no,unknown,no
43_64,management,married,tertiary,no,0_11587,yes,no,unknown,no
0_42,technician,divorced,secondary,no,0_11587,yes,no,unknown,no
0_42,technician,single,secondary,no,0_11587,yes,no,cellular,no
43_64,management,divorced,tertiary,no,0_11587,no,no,cellular,no
43_64,technician,married,secondary,no,0_11587,no,no,unknown,no
65_max,retired,divorced,tertiary,no,0_11587,no,no,cellular,no
0_42,admin.,single,secondary,no,0_11587,no,no,cellular,no
43_64,management,single,tertiary,no,0_11587,no,no,cellular,no
43_64,blue-collar,married,secondary,no,0_11587,no,no,cellular,no
43_64,admin.,married,secondary,no,0_11587,no,no,cellular,no
43_64,technician,married,primary,no,0_11587,yes,no,unknown,no
43_64,retired,divorced,secondary,no,0_11587,no,yes,cellular,no
0_42,management,married,tertiary,no,0_11587,yes,no,unknown,no
0_42,technician,single,tertiary,no,0_11587,no,no,cellular,no
0_42,blue-collar,married,primary,no,0_11587,yes,no,cellular,no
43_64,self-employed,married,tertiary,no,0_11587,yes,no,cellular,no
43_64,blue-collar,married,secondary,no,0_11587,yes,no,cellular,no
0_42,technician,married,secondary,no,0_11587,yes,yes,cellular,no
43_64,services,married,secondary,no,0_11587,no,yes,cellular,no
0_42,services,married,secondary,no,0_11587,yes,no,telephone,no
0_42,blue-collar,married,secondary,no,0_11587,no,no,cellular,no
43_64,technician,divorced,unknown,no,0_11587,yes,no,unknown,no
43_64,retired,married,secondary,no,0_11587,no,yes,telephone,no
0_42,student,single,unknown,no,0_11587,no,no,telephone,no
0_42,technician,married,tertiary,no,0_11587,yes,yes,cellular,no
43_64,retired,married,secondary,no,0_11587,yes,yes,unknown,no
0_42,management,married,tertiary,no,0_11587,yes,no,cellular,no
0_42,management,divorced,tertiary,no,0_11587,no,no,cellular,no
43_64,retired,married,secondary,no,0_11587,yes,no,unknown,no
0_42,technician,single,secondary,no,0_11587,no,yes,unknown,no
43_64,management,married,tertiary,no,0_11587,no,no,cellular,no
0_42,blue-collar,married,primary,no,0_11587,yes,no,cellular,no
0_42,student,single,secondary,no,0_11587,yes,no,cellular,no
43_64,management,single,tertiary,no,0_11587,no,no,cellular,yes
43_64,admin.,divorced,unknown,no,0_11587,yes,no,telephone,no
43_64,admin.,single,secondary,no,0_11587,no,no,cellular,no
0_42,blue-collar,single,primary,no,0_11587,yes,no,cellular,no
43_64,blue-collar,single,secondary,no,0_11587,yes,yes,cellular,no
0_42,management,single,secondary,no,0_11587,no,no,cellular,no
0_42,technician,single,secondary,no,0_11587,yes,no,cellular,no
0_42,management,married,tertiary,no,0_11587,yes,no,cellular,no
0_42,self-employed,single,secondary,no,0_11587,no,no,cellular,no
43_64,retired,married,tertiary,no,0_11587,no,no,cellular,no
0_42,admin.,single,secondary,no,0_11587,yes,no,unknown,yes
0_42,services,divorced,secondary,no,0_11587,yes,no,cellular,yes
0_42,management,single,tertiary,no,0_11587,no,no,cellular,no
43_64,management,married,tertiary,no,0_11587,yes,no,cellular,no
0_42,student,single,unknown,no,0_11587,no,no,cellular,no
43_64,admin.,divorced,secondary,no,0_11587,yes,no,telephone,no
0_42,services,single,secondary,no,0_11587,no,no,telephone,yes
43_64,technician,married,secondary,no,0_11587,no,no,telephone,no
0_42,management,single,secondary,no,0_11587,yes,no,unknown,no
0_42,technician,single,secondary,no,0_11587,no,no,cellular,no
0_42,blue-collar,married,secondary,no,0_11587,no,no,unknown,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,unknown,no
0_42,technician,married,secondary,no,0_11587,yes,no,cellular,no
0_42,services,single,secondary,no,0_11587,yes,no,cellular,no
0_42,services,married,secondary,no,0_11587,yes,no,cellular,yes
0_42,management,single,tertiary,yes,0_11587,no,no,cellular,no
0_42,technician,single,secondary,no,0_11587,yes,no,cellular,no
43_64,admin.,single,secondary,no,0_11587,yes,no,cellular,no
0_42,blue-collar,single,primary,no,0_11587,yes,no,unknown,no
0_42,blue-collar,married,secondary,no,0_11587,no,no,unknown,no
43_64,blue-collar,married,secondary,no,0_11587,yes,no,cellular,no
0_42,entrepreneur,married,tertiary,no,0_11587,no,no,unknown,yes
0_42,management,single,tertiary,no,0_11587,yes,no,cellular,no
0_42,management,single,tertiary,no,0_11587,no,no,cellular,no
43_64,services,married,secondary,no,0_11587,no,no,cellular,no
43_64,entrepreneur,married,secondary,no,0_11587,yes,yes,unknown,no
43_64,management,divorced,secondary,no,0_11587,no,no,cellular,no
0_42,services,married,secondary,no,0_11587,yes,yes,cellular,no
43_64,unemployed,divorced,secondary,no,0_11587,yes,no,cellular,no
0_42,blue-collar,single,secondary,yes,0_11587,yes,no,unknown,yes
43_64,management,divorced,tertiary,no,0_11587,no,no,cellular,no
43_64,blue-collar,married,secondary,no,0_11587,yes,no,cellular,no
0_42,admin.,single,tertiary,no,0_11587,no,no,cellular,yes
0_42,management,single,tertiary,no,0_11587,yes,no,unknown,no
0_42,admin.,married,secondary,no,0_11587,no,no,unknown,no
0_42,blue-collar,single,secondary,no,0_11587,yes,no,cellular,no
0_42,unemployed,married,secondary,no,0_11587,yes,no,unknown,no
0_42,technician,married,tertiary,no,0_11587,yes,no,cellular,no
65_max,housemaid,married,primary,no,0_11587,no,no,cellular,yes
0_42,management,single,tertiary,no,0_11587,no,no,cellular,no
0_42,blue-collar,divorced,primary,no,0_11587,yes,no,unknown,no
0_42,self-employed,married,tertiary,no,0_11587,no,no,cellular,no
43_64,management,married,secondary,yes,0_11587,yes,no,cellular,no
0_42,management,married,tertiary,no,0_11587,no,no,cellular,yes
0_42,services,single,secondary,no,0_11587,yes,yes,unknown,no
43_64,admin.,divorced,primary,no,0_11587,yes,no,cellular,no
0_42,blue-collar,married,primary,no,0_11587,yes,no,unknown,no
43_64,blue-collar,married,secondary,no,0_11587,yes,yes,cellular,no
43_64,retired,married,primary,no,56288_max,no,no,cellular,no
43_64,management,married,tertiary,no,0_11587,yes,no,cellular,no
43_64,blue-collar,married,secondary,no,0_11587,yes,no,cellular,no
43_64,blue-collar,married,primary,no,0_11587,yes,no,cellular,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,cellular,no
43_64,management,married,tertiary,no,0_11587,yes,no,cellular,no
0_42,admin.,married,primary,no,0_11587,yes,yes,unknown,no
43_64,technician,single,secondary,no,0_11587,yes,no,unknown,no
0_42,management,divorced,tertiary,no,0_11587,no,yes,cellular,no
43_64,entrepreneur,married,secondary,no,0_11587,yes,no,cellular,no
0_42,self-employed,married,tertiary,no,0_11587,no,no,cellular,no
43_64,blue-collar,married,secondary,no,0_11587,no,no,unknown,no
43_64,blue-collar,married,primary,no,0_11587,yes,no,unknown,no
0_42,blue-collar,married,secondary,no,0_11587,no,no,cellular,no
0_42,management,divorced,tertiary,no,0_11587,yes,no,cellular,no
43_64,admin.,married,secondary,no,0_11587,no,no,unknown,no
43_64,retired,divorced,secondary,no,0_11587,yes,no,unknown,no
43_64,management,married,tertiary,no,0_11587,no,no,telephone,no
0_42,services,divorced,unknown,no,0_11587,yes,no,unknown,no
43_64,management,single,tertiary,no,0_11587,no,no,cellular,no
43_64,management,married,secondary,no,0_11587,yes,no,cellular,no
0_42,admin.,married,secondary,yes,0_11587,no,yes,unknown,no
0_42,self-employed,married,secondary,no,0_11587,yes,no,unknown,no
0_42,services,single,secondary,no,0_11587,yes,no,cellular,yes
0_42,housemaid,divorced,secondary,no,0_11587,yes,no,cellular,no
43_64,unemployed,married,primary,no,0_11587,yes,no,unknown,no
43_64,technician,married,unknown,no,0_11587,yes,no,unknown,no
0_42,technician,single,secondary,no,0_11587,yes,no,cellular,no
43_64,technician,married,secondary,no,0_11587,no,no,cellular,no
43_64,entrepreneur,married,primary,no,0_11587,no,no,cellular,no
43_64,technician,married,secondary,no,0_11587,yes,no,unknown,yes
43_64,retired,married,secondary,no,0_11587,no,no,cellular,no
0_42,blue-collar,single,secondary,no,0_11587,no,yes,cellular,no
0_42,technician,divorced,tertiary,no,0_11587,yes,no,cellular,yes
0_42,services,married,secondary,no,0_11587,yes,no,cellular,yes
43_64,unemployed,married,tertiary,no,0_11587,yes,no,cellular,no
0_42,technician,married,tertiary,no,0_11587,yes,no,cellular,no
65_max,retired,married,secondary,no,0_11587,no,no,cellular,no
0_42,blue-collar,married,primary,no,0_11587,yes,no,cellular,no
0_42,management,married,tertiary,no,0_11587,yes,no,unknown,no
0_42,blue-collar,divorced,primary,no,0_11587,yes,no,cellular,yes
43_64,housemaid,married,primary,no,0_11587,yes,no,cellular,no
0_42,self-employed,married,tertiary,no,0_11587,no,no,cellular,no
43_64,admin.,single,secondary,no,0_11587,yes,yes,telephone,yes
0_42,admin.,single,secondary,no,0_11587,yes,no,cellular,no
0_42,services,single,secondary,no,0_11587,yes,no,cellular,no
43_64,management,married,tertiary,no,0_11587,yes,no,cellular,no
0_42,blue-collar,married,secondary,no,0_11587,yes,yes,cellular,no
0_42,management,married,tertiary,no,0_11587,no,no,cellular,no
0_42,management,married,tertiary,no,0_11587,no,no,cellular,no
65_max,retired,divorced,unknown,no,0_11587,no,no,telephone,no
0_42,technician,married,secondary,no,0_11587,no,no,cellular,no
43_64,services,married,secondary,no,0_11587,yes,no,telephone,no
43_64,blue-collar,married,secondary,no,0_11587,yes,no,cellular,no
0_42,management,single,tertiary,no,0_11587,no,no,cellular,yes
0_42,blue-collar,single,secondary,no,0_11587,yes,yes,cellular,no
43_64,services,married,secondary,no,0_11587,yes,no,cellular,no
0_42,technician,single,tertiary,no,0_11587,no,no,telephone,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,unknown,no
43_64,services,married,primary,no,0_11587,no,no,unknown,no
43_64,management,married,tertiary,no,0_11587,no,no,unknown,no
0_42,admin.,single,secondary,no,0_11587,yes,no,unknown,no
43_64,technician,married,secondary,no,0_11587,yes,no,unknown,no
0_42,blue-collar,married,secondary,no,0_11587,no,yes,cellular,no
0_42,unemployed,married,secondary,no,0_11587,yes,no,cellular,no
43_64,technician,divorced,secondary,no,0_11587,no,no,cellular,yes
0_42,technician,single,secondary,no,0_11587,yes,no,cellular,no
43_64,housemaid,married,secondary,no,0_11587,no,no,cellular,no
43_64,management,single,tertiary,no,0_11587,no,no,unknown,no
43_64,housemaid,married,primary,no,0_11587,yes,no,unknown,no
43_64,management,single,tertiary,no,0_11587,yes,no,telephone,no
